Symbol,MarketCap,Name,LastSale,IPOyear,Sector,industry,Summary Quote
TECK,$12.43B,Teck Resources Ltd,21.81,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/teck
TK,$767.71M,Teekay Corporation,8.9,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tk
TGP,$1.36B,Teekay LNG Partners L.P.,17.1,2005,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tgp
TGP^A,n/a,Teekay LNG Partners L.P.,25.813,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tgp^a
TOO,$392.45M,Teekay Offshore Partners L.P.,2.55,2006,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/too
TOO^A,n/a,Teekay Offshore Partners L.P.,22.37,n/a,n/a,n/a,http://www.nasdaq.com/symbol/too^a
TOO^B,n/a,Teekay Offshore Partners L.P.,23.89,n/a,n/a,n/a,http://www.nasdaq.com/symbol/too^b
TNK,$292.14M,Teekay Tankers Ltd.,1.63,2007,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tnk
GCI,$903.88M,TEGNA Inc.,7.95,2015,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/gci
TGNA,$2.71B,TEGNA Inc.,12.59,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tgna
TRC,$447.14M,Tejon Ranch Co,21.43,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/trc
HQH,$1.01B,Tekla Healthcare Investors,25.05,1987,n/a,n/a,http://www.nasdaq.com/symbol/hqh
THQ,$800.26M,Tekla Healthcare Opportunies Fund,18.39,2014,n/a,n/a,http://www.nasdaq.com/symbol/thq
HQL,$456.52M,Tekla Life Sciences Investors,21.37,1992,n/a,n/a,http://www.nasdaq.com/symbol/hql
THW,$444.62M,Tekla World Healthcare Fund,14.41,2015,n/a,n/a,http://www.nasdaq.com/symbol/thw
TDOC,$1.8B,"Teladoc, Inc.",31.7,2015,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/tdoc
TEO,$5.88B,Telecom Argentina Stet - France Telecom S.A.,30.35,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/teo
TI,$20.1B,Telecom Italia S.P.A.,9.54,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ti
TI.A,n/a,Telecom Italia S.P.A.,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ti.a
TDY,$5.68B,Teledyne Technologies Incorporated,160.76,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tdy
TFX,$10.68B,Teleflex Incorporated,237.06,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tfx
VIV,$27.9B,Telefonica Brasil S.A.,16.52,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/viv
TEF,$54.36B,Telefonica SA,10.79,1988,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tef
TDA,n/a,"Telephone and Data Systems, Inc.",25.29,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tda
TDE,n/a,"Telephone and Data Systems, Inc.",25.6915,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tde
TDI,n/a,"Telephone and Data Systems, Inc.",26.362,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tdi
TDJ,n/a,"Telephone and Data Systems, Inc.",25.79,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tdj
TDS,$3.06B,"Telephone and Data Systems, Inc.",27.62,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tds
TU,$21.47B,TELUS Corporation,36.15,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tu
TDF,$731.47M,"Templeton Dragon Fund, Inc.",21.37,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdf
EMF,$305.8M,Templeton Emerging Markets Fund,16.98,1987,n/a,n/a,http://www.nasdaq.com/symbol/emf
TEI,$560.14M,"Templeton Emerging Markets Income Fund, Inc.",11.67,1993,n/a,n/a,http://www.nasdaq.com/symbol/tei
GIM,$901.45M,"Templeton Global Income Fund, Inc.",6.72,1988,n/a,n/a,http://www.nasdaq.com/symbol/gim
TPX,$3.39B,"Tempur Sealy International, Inc.",62.87,2003,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tpx
TS,$16.88B,Tenaris S.A.,28.59,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/ts
THC,$1.61B,Tenet Healthcare Corporation,15.92,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/thc
TNC,$1.13B,Tennant Company,63.15,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnc
TEN,$3.09B,Tenneco Inc.,58.08,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ten
TVC,n/a,Tennessee Valley Authority,25.4667,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tvc
TVE,n/a,Tennessee Valley Authority,25.1798,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tve
TDC,$4.14B,Teradata Corporation,32.88,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/tdc
TER,$7.06B,"Teradyne, Inc.",35.69,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ter
TEX,$3.88B,Terex Corporation,43.42,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/tex
TX,$6.15B,Ternium S.A.,31.34,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/tx
TNH,$1.51B,"Terra Nitrogen Company, L.P.",81.53,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/tnh
TRNO,$1.93B,Terreno Realty Corporation,36.84,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/trno
TTI,$296.7M,"Tetra Technologies, Inc.",2.56,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tti
TEVA,$17.42B,Teva Pharmaceutical Industries Limited,17.15,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/teva
TPL,$3.17B,Texas Pacific Land Trust,404,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tpl
TGH,$957.31M,Textainer Group Holdings Limited,16.85,2007,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/tgh
TXT,$14.05B,Textron Inc.,53.06,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/txt
TTF,$109.5M,"Thai Fund, Inc. (The)",9.42,1988,n/a,n/a,http://www.nasdaq.com/symbol/ttf
AES,$7.35B,The AES Corporation,11.13,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/aes
BX,$39.03B,The Blackstone Group L.P.,32.71,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/bx
CEE,$183.88M,"The Central and Eastern Europe Fund, Inc.",24.672,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cee
SCHW,$56.35B,The Charles Schwab Corporation,42.08,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/schw
SCHW^B,n/a,The Charles Schwab Corporation,25.38,n/a,n/a,n/a,http://www.nasdaq.com/symbol/schw^b
SCHW^C,n/a,The Charles Schwab Corporation,27.14,n/a,n/a,n/a,http://www.nasdaq.com/symbol/schw^c
SCHW^D,n/a,The Charles Schwab Corporation,26.82,n/a,n/a,n/a,http://www.nasdaq.com/symbol/schw^d
SRV,$78.39M,The Cushing MLP Total Return Fund,11.64,n/a,n/a,n/a,http://www.nasdaq.com/symbol/srv
GRX,$200.07M,The Gabelli Healthcare & Wellness Trust,10.1,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx
GRX^A,n/a,The Gabelli Healthcare & Wellness Trust,26.27,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx^a
GRX^B,n/a,The Gabelli Healthcare & Wellness Trust,27.0963,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx^b
GDL,$186.14M,The GDL Fund,10.2,2007,n/a,n/a,http://www.nasdaq.com/symbol/gdl
GDL^B,n/a,The GDL Fund,50.38,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdl^b
THG,$4.12B,"The Hanover Insurance Group, Inc.",97.26,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/thg
THGA,n/a,"The Hanover Insurance Group, Inc.",25.42,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/thga
RUBI,$182.85M,"The Rubicon Project, Inc.",3.67,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rubi
TRV,$33.52B,"The Travelers Companies, Inc.",121.49,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/trv
TMO,$75.2B,Thermo Fisher Scientific Inc,187.91,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tmo
THR,$572.55M,"Thermon Group Holdings, Inc.",17.67,2011,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/thr
TPRE,$1.67B,Third Point Reinsurance Ltd.,15.55,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/tpre
TSLF,$128.42M,THL Credit Senior Loan Fund,17.31,2013,n/a,n/a,http://www.nasdaq.com/symbol/tslf
TCRX,n/a,"THL Credit, Inc.",25.24,2014,n/a,n/a,http://www.nasdaq.com/symbol/tcrx
TCRZ,n/a,"THL Credit, Inc.",25.7786,2015,n/a,n/a,http://www.nasdaq.com/symbol/tcrz
TRI,$32.63B,Thomson Reuters Corp,45.66,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/tri
THO,$6.06B,"Thor Industries, Inc.",115.33,n/a,Consumer Non-Durables,Homebuilding,http://www.nasdaq.com/symbol/tho
TDW,$509.76M,Tidewater Inc.,27.62,2017,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tdw
TIER,$900.41M,"TIER REIT, Inc.",18.82,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tier
TIF,$11.19B,Tiffany & Co.,89.85,1987,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/tif
TLYS,$332.04M,"Tilly&#39;s, Inc.",11.52,2012,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tlys
TSU,$9.18B,TIM Participacoes S.A.,18.96,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tsu
TIME,$1.25B,Time Inc.,12.55,2014,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/time
TWX,$79.72B,Time Warner Inc.,102.49,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/twx
TKR,$3.78B,Timken Company (The),48.6,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/tkr
TMST,$683.26M,Timken Steel Corporation,15.38,2014,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/tmst
TWI,$626.26M,"Titan International, Inc.",10.49,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/twi
TJX,$46.33B,"TJX Companies, Inc. (The)",72.82,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tjx
TOL,$6.3B,Toll Brothers Inc.,39.84,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tol
TR,$2.33B,"Tootsie Roll Industries, Inc.",36.8,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/tr
BLD,$2.18B,TopBuild Corp.,61.35,2015,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/bld
TMK,$9.15B,Torchmark Corporation,78.65,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/tmk
TMK^B,n/a,Torchmark Corporation,25.4534,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tmk^b
TMK^C,n/a,Torchmark Corporation,26.9635,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tmk^c
TTC,$6.62B,Toro Company (The),61.41,n/a,Capital Goods,Tools/Hardware,http://www.nasdaq.com/symbol/ttc
TD,$103.44B,Toronto Dominion Bank (The),55.95,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/td
NDP,$188.97M,"Tortoise Energy Independence Fund, Inc.",12.98,2012,n/a,n/a,http://www.nasdaq.com/symbol/ndp
TYG,$1.39B,Tortoise Energy Infrastructure Corporation,28.26,2004,n/a,n/a,http://www.nasdaq.com/symbol/tyg
NTG,$847.48M,"Tortoise MLP Fund, Inc.",17.97,2010,n/a,n/a,http://www.nasdaq.com/symbol/ntg
TTP,$188.51M,"Tortoise Pipeline & Energy Fund, Inc.",18.82,2011,n/a,n/a,http://www.nasdaq.com/symbol/ttp
TPZ,$145M,"Tortoise Power and Energy Infrastructure Fund, Inc",20.86,2009,n/a,n/a,http://www.nasdaq.com/symbol/tpz
TOT,$134.31B,Total S.A.,53.91,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tot
TSS,$12.68B,"Total System Services, Inc.",68.81,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/tss
TOWR,$486.35M,"Tower International, Inc.",23.7,2010,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/towr
TSQ,$184.97M,"Townsquare Media, Inc.",10.01,2014,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tsq
TM,$178.57B,Toyota Motor Corp Ltd Ord,120.05,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tm
TPGE,$159.43M,TPG Pace Energy Holdings Corp.,9.8109,2017,Finance,Business Services,http://www.nasdaq.com/symbol/tpge
TPGE.U,n/a,TPG Pace Energy Holdings Corp.,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/tpge.u
TPGE.WS,n/a,TPG Pace Energy Holdings Corp.,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tpge.ws
TPGH,$554.81M,TPG Pace Holdings Corp.,9.8196,2017,Finance,Business Services,http://www.nasdaq.com/symbol/tpgh
TPGH.U,n/a,TPG Pace Holdings Corp.,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/tpgh.u
TPGH.WS,n/a,TPG Pace Holdings Corp.,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tpgh.ws
TRTX,$1.2B,"TPG RE Finance Trust, Inc.",19.56,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/trtx
TSLX,$1.21B,"TPG Specialty Lending, Inc.",20.16,2014,n/a,n/a,http://www.nasdaq.com/symbol/tslx
TAC,$1.71B,TransAlta Corporation,5.95,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tac
TRP,$43.66B,TransCanada Corporation,49.94,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/trp
TCI,$233.63M,"Transcontinental Realty Investors, Inc.",26.7996,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tci
TDG,$13.72B,Transdigm Group Incorporated,264.27,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/tdg
TLP,$684.43M,TransMontaigne Partners L.P.,42.35,2005,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/tlp
RIG,$3.55B,Transocean Ltd.,9.08,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rig
TGS,$3.06B,Transportadora De Gas Sa Ord B,19.27,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tgs
TRU,$8.1B,TransUnion,44.52,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tru
TVPT,$1.9B,Travelport Worldwide Limited,15.3,2014,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/tvpt
TREC,$309.87M,Trecora Resources,12.75,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/trec
TG,$568.12M,Tredegar Corporation,17.2,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/tg
THS,$3.78B,"Treehouse Foods, Inc.",66.02,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ths
TRMR,$184.26M,"Tremor Video, Inc.",3.65,2013,Technology,Advertising,http://www.nasdaq.com/symbol/trmr
TREX,$2.37B,"Trex Company, Inc.",80.71,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/trex
TY,$1.41B,Tri Continental Corporation,25.2,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ty
TY^,n/a,Tri Continental Corporation,51.85,n/a,Consumer Services,Miscellaneous,http://www.nasdaq.com/symbol/ty^
TPH,$1.97B,"TRI Pointe Group, Inc.",13.01,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tph
TCAP,$663.66M,Triangle Capital Corporation,13.9,2007,n/a,n/a,http://www.nasdaq.com/symbol/tcap
TCCA,n/a,Triangle Capital Corporation,25.5,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcca
TCCB,n/a,Triangle Capital Corporation,25.56,2015,n/a,n/a,http://www.nasdaq.com/symbol/tccb
TRCO,$3.52B,Tribune Media Company,40.33,2014,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/trco
TNET,$2.3B,"TriNet Group, Inc.",33.21,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/tnet
TRN,$4.58B,"Trinity Industries, Inc.",30.28,n/a,Capital Goods,Railroads,http://www.nasdaq.com/symbol/trn
TSE,$2.92B,Trinseo S.A.,66.8,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/tse
TPVG,$210.96M,TriplePoint Venture Growth BDC Corp.,13.17,2014,n/a,n/a,http://www.nasdaq.com/symbol/tpvg
TPVY,n/a,TriplePoint Venture Growth BDC Corp.,25.35,2017,n/a,n/a,http://www.nasdaq.com/symbol/tpvy
GTS,$580.57M,Triple-S Management Corporation,23.75,2007,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/gts
TRTN,$1.12B,Triton International Limited,33.41,2016,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/trtn
TGI,$1.38B,"Triumph Group, Inc.",27.85,1996,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/tgi
TROX,$2.66B,Tronox Limited,22.34,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/trox
TBI,$898.84M,"TrueBlue, Inc.",21.4,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/tbi
TNP,$374.63M,Tsakos Energy Navigation Ltd,4.43,2002,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tnp
TNP^B,n/a,Tsakos Energy Navigation Ltd,25.69,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^b
TNP^C,n/a,Tsakos Energy Navigation Ltd,25.949,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^c
TNP^D,n/a,Tsakos Energy Navigation Ltd,25.35,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^d
TNP^E,n/a,Tsakos Energy Navigation Ltd,25.51,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^e
TUP,$2.99B,Tupperware Brands Corporation,58.73,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/tup
TKC,$7.59B,Turkcell Iletisim Hizmetleri AS,8.63,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tkc
TKF,$41.96M,"Turkish Investment Fund, Inc. (The)",9.66,1989,n/a,n/a,http://www.nasdaq.com/symbol/tkf
TPB,$326.73M,"Turning Point Brands, Inc.",17.17,2016,Consumer Non-Durables,Tobacco,http://www.nasdaq.com/symbol/tpb
TRQ,$6.32B,Turquoise Hill Resources Ltd.,3.14,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/trq
TPC,$1.36B,Tutor Perini Corporation,27.4,n/a,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,http://www.nasdaq.com/symbol/tpc
TWLO,$2.8B,Twilio Inc.,30.5,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/twlo
TWTR,$12.97B,"Twitter, Inc.",17.58,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/twtr
TWO,$3.53B,Two Harbors Investments Corp,10.12,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/two
TWO^A,n/a,Two Harbors Investments Corp,27,n/a,n/a,n/a,http://www.nasdaq.com/symbol/two^a
TWO^B,n/a,Two Harbors Investments Corp,26.05,n/a,n/a,n/a,http://www.nasdaq.com/symbol/two^b
TYL,$6.36B,"Tyler Technologies, Inc.",170.61,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tyl
TSN,$23.47B,"Tyson Foods, Inc.",65.33,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/tsn
USB,$89.89B,U.S. Bancorp,53.74,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usb
USB^A,n/a,U.S. Bancorp,902.9202,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usb^a
USB^H,n/a,U.S. Bancorp,23.25,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^h
USB^M,n/a,U.S. Bancorp,29.25,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^m
USB^O,n/a,U.S. Bancorp,26.24,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^o
USPH,$742.29M,"U.S. Physical Therapy, Inc.",59,1992,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/usph
SLCA,$2.49B,"U.S. Silica Holdings, Inc.",30.71,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/slca
UBS,$63.03B,UBS AG,16.96,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/ubs
UGI,$8.21B,UGI Corporation,47.34,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ugi
UGP,$13.75B,Ultrapar Participacoes S.A.,24.71,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ugp
UMH,$510.12M,"UMH Properties, Inc.",15.05,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/umh
UMH^B,n/a,"UMH Properties, Inc.",27.784,n/a,n/a,n/a,http://www.nasdaq.com/symbol/umh^b
UMH^C,n/a,"UMH Properties, Inc.",26.3058,n/a,n/a,n/a,http://www.nasdaq.com/symbol/umh^c
UA,$6.67B,"Under Armour, Inc.",15.13,2016,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ua
UAA,$7.27B,"Under Armour, Inc.",16.49,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/uaa
UFI,$607.36M,"Unifi, Inc.",33.26,n/a,Consumer Non-Durables,Textiles,http://www.nasdaq.com/symbol/ufi
UNF,$2.93B,Unifirst Corporation,144.75,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/unf
UN,$170.09B,Unilever NV,58.99,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/un
UL,$166.25B,Unilever PLC,57.66,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ul
UNP,$92.4B,Union Pacific Corporation,115.44,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/unp
UIS,$416.38M,Unisys Corporation,8.25,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/uis
UNT,$1.01B,Unit Corporation,19.15,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/unt
UAL,$17.81B,"United Continental Holdings, Inc.",58.53,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ual
UDR,$10.21B,"United Dominion Realty Trust, Inc.",38.15,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/udr
UMC,$6.56B,United Microelectronics Corporation,2.6,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/umc
UPS,$101.54B,"United Parcel Service, Inc.",117.26,1999,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ups
URI,$11B,"United Rentals, Inc.",130.12,1997,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/uri
USM,$3.02B,United States Cellular Corporation,35.52,1988,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/usm
UZA,n/a,United States Cellular Corporation,25.93,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uza
UZB,n/a,United States Cellular Corporation,26.3,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uzb
UZC,n/a,United States Cellular Corporation,26.81,2015,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uzc
X,$4.31B,United States Steel Corporation,24.66,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/x
UTX,$91.43B,United Technologies Corporation,114.5,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/utx
UNH,$188.74B,UnitedHealth Group Incorporated,195.21,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/unh
UTL,$691.66M,UNITIL Corporation,49,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/utl
UNVR,$3.95B,Univar Inc.,28.09,2015,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/unvr
UVV,$1.45B,Universal Corporation,57.1,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/uvv
UHT,$1.01B,Universal Health Realty Income Trust,74.28,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/uht
UHS,$10.37B,"Universal Health Services, Inc.",108.43,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/uhs
UVE,$710.87M,UNIVERSAL INSURANCE HOLDINGS INC,20.4,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/uve
UTI,$79.72M,Universal Technical Institute Inc,3.22,2003,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/uti
UNM,$11.29B,Unum Group,50.03,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/unm
UE,$2.57B,Urban Edge Properties,23.9,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/ue
UBA,$854.48M,Urstadt Biddle Properties Inc.,21.69,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/uba
UBP,$703.65M,Urstadt Biddle Properties Inc.,17.8612,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ubp
UBP^F.CL,n/a,Urstadt Biddle Properties Inc.,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubp^f.cl
UBP^G,n/a,Urstadt Biddle Properties Inc.,26.06,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubp^g
USFD,$6.06B,US Foods Holding Corp.,27.01,2016,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/usfd
USAC,$956.26M,"USA Compression Partners, LP",15.53,2013,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/usac
USNA,$1.36B,"USANA Health Sciences, Inc.",55.75,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/usna
USDP,$281M,USD Partners LP,10.85,2014,Transportation,Railroads,http://www.nasdaq.com/symbol/usdp
USG,$4.48B,USG Corporation,31.22,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/usg
